Country,Country Code,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14529.44733,13014.1892,8346.612737,13781.47058,3780.608932,5365.23976,348.5871573,5555.216023,6184.122988,2818.7816,4815.777878,7330.985656,4803.169363,3669.224158,3969.66801,3960.640337,3453.045039,1794.303169,3753.915462,5437.990947,4604.256726,3000.662309,2936.87113,-841.7768079,366.6057273,490.9555334,1741.53746,-1727.483014,-666.6728967,131.5392188,2263.264053,3130.428103,2606.984719,15.30354875,-2880.867166,-5325.919163,-6941.27472,-7828.865661,-5504.550547,-2631.29929,-6073.448631,-5172.196519,1280.572486,-3650.442371,-5817.266519,-5865.868671,-3565.713135,-2212.42017,-14037.48819,-4594.026071,-6616.668985,2205.282721,-7355.552379,-8303.244749,-7627.447851,-2847.94197,-4377.480195,-3291.447249,-7890.678903,-1265.65715,-7346.882363,-14456.48661,-4209.34097,-1699.36033,-136.2480422,446.4588126,-3815.923505,-7078.111388,-5579.426763,-475.1542509,-6372.564532,-696.9015779,-11208.99592,-1386.36415,-389.8469134,-3666.701653,-8988.937342,-8082.095994,-1477.936095,-1772.952751,2596.322176,2112.081868,4985.156456,9930.466752,-10211.42854,-22940.50135,-12876.03828,4943.318566,-655.269529,-2573.997386,4758.850418,6904.002114,-4706.597764,-8934.362672,-21403.34824,-16427.94217,-8531.440653
United Kingdom,GBR,-615.258559,-339.7409799,-936.150358,-1100.518284,-1773.085808,-2224.121759,-2055.985025,-2119.211581,-1191.542371,-886.591778,-1606.659303,-495.1585997,184.1400044,-661.903541,-917.847627,-636.282018,-748.251711,-783.334836,288.4444512,368.5642735,-353.4046054,724.007626,44.4390323,651.1618372,-1476.67128,-426.8516703,165.2313253,-931.0401876,-798.0868465,-1151.33096,1827.88147,3569.068465,6129.88483,2941.103042,-317.8882166,1007.819532,1588.167878,-331.2531073,182.9518605,1652.134857,1523.765727,-933.3069123,912.5498236,-336.7213499,1028.031608,-1763.757761,-1429.380135,-253.149467,-1400.657612,309.2565409,99.04606814,-326.2439761,304.0514503,-1668.760447,-2982.999412,-1961.666217,-348.6212596,-3006.698824,-3552.7933,-6358.775156,-7435.632254,-7852.562288,-7447.094695,-12341.1654,-10193.52272,-10559.79838,-11343.73309,-8909.556567,-10697.35306,-10779.30903,-7157.300553,-7664.379477,-5760.928641,-3020.62299,-4363.726278,-3413.573428,-3867.889426,-5270.123744,-6115.738815,-4410.458895,-3456.352556,-4878.621091,-3710.860626,-3256.399422,-1532.188541,-2714.920215,-634.5967927,-1067.666582,1163.449939,-4635.637551,-3877.508277,-1667.074538,-2270.174117,-1742.695113,-2218.877176,-1868.220947,-1178.081551,-707.2754712,2627.300821,-3994.926182,-3827.958569,-5376.010588,3319.106284,-1037.515519,-11593.64756,-9142.515467,-9260.492767,-5693.892134,-6952.197838,-7149.465473,-8357.782101,-8554.821309,-4401.008875,-9103.63246,-8395.546174,-7949.864338,-8198.875736,-12318.40528,-7199.006421,-8633.307973,-4447.268305,-10788.166,-14206.47507,-9191.011978,-15025.06361,-15052.92129,-19593.61954,-7686.30404,-13675.77967,-4696.37923,-16648.43526,-16711.46539,-21085.28906,-19729.3309,-23706.18212,-21333.80828,-30917.08087,-22200.50154,-33688.75376,-30302.47125,-29053.75695,-33997.06083,-27886.46733,-25735.51114,-23970.20698,-22979.08721,-14718.79083,-13717.18415,-15858.13807,-14063.553,-21513.27572,-20558.97338,-6336.400909,-9543.054975,-18890.87473,-13331.90537,-13999.93256,-26583.18445,-21640.12237,-27210.71355,-31094.57019,-27738.85152,-33070.84286,-41562.87614,-31759.86104,-32149.51023,-41442.54411,-51954.48385,-42522.88891,-23906.36242,-33195.10586,-48965.09306,-40290.77721,-38728.9254,-44315.39794,-25794.04536,-20499.88346,-31250.64347,-22878.73613,-22295.74094,-29929.61368,-26054.15887,-26491.00234,-34520.55552,-44751.94416,-19905.49434,-17861.68305,1309.193133,-15713.18483,-6745.058746,-18078.89864,-47283.99373,-13939.57951,-3458.844842,-26303.46611,-3280.87347,-67718.23224,-35417.04204,-14984.20207,-2912.342202,-13068.00231
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2244.085223,-2429.120504,-2389.079741,-3443.19219,-3946.126259,-3918.803744,-4023.008387,-4855.381636,-3751.523799,-5249.960218,-3975.756722,-4785.739442,-5342.541768,-4516.22346,-5370.548446,-6410.9245,-6645.14776,-8318.08028,-7710.45849,-8630.45868,-11252.72196,-10412.43838,-11053.34882,-14175.92955,-11806.08579,-14553.67177,-14262.58294,-11393.38965,-8382.75341,-9805.10448,-10433.79433,-11650.10464,-10328.20939,-4329.823451,-6828.111829,-7043.054788,-6440.168867,-7160.786109,-6512.573597,-5103.689794,-4618.861531,-1896.050882,-648.369386,-1699.466914,-3183.696224,-1433.888103,1372.015363,-332.7545506,-177.9049748,-499.2378715,-13.71703657,-1746.701607,-2120.685637,-1232.385457,1417.114468,-346.5412699,-939.515366,-802.591077,-528.380444,-1762.195806,-642.084634,-940.88764,-1101.848998,-2141.745827,-817.622888,-1875.164635,-2543.004154,-1662.986221,-1455.13182,15.82793422,-1459.259908,-454.3637978,-1096.305284,-3448.536917,-3430.704063,-1583.997809,-1314.42316,-5882.50986,-3251.491762,-4142.758209,-4277.426436,-5678.68284,-4054.528852,-7208.54322,586.538386
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-882.042071,-600.766273,-225.236695,-99.9817168,-306.526825,-347.380371,-551.29862,-680.943989,-616.877582,-540.019543,-542.30496,-507.011712,-750.858055,-988.536296,-1015.912099,-1024.189352,-965.612561,-1131.088364,-1035.11393,-1030.807924,-992.341452,-794.169444,-1095.758213,-1290.60063,-1017.122394,-993.583654,-521.132892,-791.944829,-908.589368,-868.516264,-982.354853,-1657.194182,-1555.679119,-1898.159722,-1709.788482,-1874.578092,-1927.80132,-2849.10338,-2487.079898,-2171.49208,-2041.940894,-2059.922702,-2300.967228,-1815.621873,-2392.167442,-1862.301169,-2288.534921,-2021.392122,-2278.68323,-2608.756656,-2633.419306,-2711.242889,-2710.499888,-2309.358129,-3519.047466,-2611.971604,-916.778764,-204.7606516,-1.884272688,249.1147508,-177.2650621,312.1493762,233.5134729,61.8644394,-66.3633681,101.1803638,107.8739716,583.858544,15.25003308,791.580663,1029.985987,255.0434326,1154.151972,822.587258,1372.818243,1311.94758,53.2007609,-375.298144,818.326279,1032.904276,1352.288173,298.6965253,384.49909,1026.293205,1519.999348,1630.602297,1504.862191,1291.565364,498.146604,1036.102495,491.457811,776.072066,651.98469,93.8773792,-532.062685,106.46797,-392.3391259,-119.8341872,-800.413658,68.3737434,-388.3050244,-1698.864892,710.253046,49.2668737,308.3580662,-1561.221254,-2388.141718,-3036.048576,-3066.620717,-3337.296983,-4431.78847,-3499.291001,-1812.025407
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.029969,-938.592158,164.5547608,326.6301838,-186.9657376,768.463863,14.11973059,199.5551957,330.902642,391.4536509,-482.694008,-480.0745396,-1052.257265,-1838.847265,-3142.315966,-2281.622239,-3185.950269,-3245.157744,-3506.808033,-3391.234361,-3836.736142,-4253.295054,-5321.196255,-4318.334615,-5232.281615,-4804.744541,-4704.261653,-2427.073284,-3156.874409,-2489.653606,-2631.202412,-2579.372373,-1582.967789,-1112.23124,-4.343166726,-97.9216625,-1402.103113,-1116.649818,-869.368369,-1424.448729,-2696.772112,-2327.178004,-2234.53584,-899.973884,181.6712911,521.4816225,975.651467,2166.811464,-1856.459636,2767.382781,549.9435521,1524.559826,3455.411914,9011.33376,801.223598,458.6762303,-552.9857024,-3853.902861,-6024.752785,-2261.273971,4268.681728,-31323.86182,11521.32682,18672.54675,12222.09754,14103.19288,4911.739673,-6968.36744,6903.990884,-32516.53842,5598.721263,-45518.5116,-62423.38703,16462.68328,6564.997522,10193.84899,17018.91539,22414.68745,19845.24365,14865.72597,14516.90327,15968.30684,4196.711984,20429.21195,12788.88493
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7251852,21.350968,-1.56839967,-11.2331209,-25.406253,-40.860664,-75.659449,-54.353579,-27.692285,-30.286496,-73.229332,-53.220493,-275.67924,-93.005317,-141.608423,-124.741877,-143.723086,-176.105403,-203.567483,-133.360471,-216.614096,-237.043776,-205.566925,-292.85859,-269.72712,-90.119326,-131.958417,82.180763,2.7792382,34.46046,53.811181,38.97827,14.4040786,-132.671107,-193.058519,-262.847287,-224.968994,-352.61341,-267.810229,-601.66192,-521.39328,-445.63067,-683.34347,-1089.25377,-941.01716,-790.13362,-1053.44352,-1281.09289,-1002.61386,-1052.2889,4.2827199,-855.815,-944.12029,-1595.24956,-1401.17203,-231.122719,-554.07434,-176.890597,-497.16733,25.6742729,-57.730589,-254.928749,-269.496528,-275.992898,-347.433589,-52.741717,-122.00543,-225.975277,-304.921161,-246.860515,-25.7324821,26.4384658,252.573321,159.064992,262.025024,352.378401,54.959857,224.799608,116.147559,372.201864,157.714602,368.029353,167.13451,265.023268,186.124346,381.43722,491.003776,590.75745,254.903112,277.424917,228.382091,311.662267,354.408148,239.820607,250.600896,260.362156,628.50573,327.940012,228.240007,430.74957,250.694189,18.9003728,-47.1875313,81.393249,-159.328443,-170.874664,-44.8990741,-335.141672,-161.265061,-113.203254,-215.608671,-56.9112392,82.912273
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1340.826664,-1141.933599,-1011.257535,-1488.585165,-1473.420594,-1540.222355,-1285.36154,-1071.428878,-964.221566,-1222.119593,-705.394324,-763.728775,-649.421032,-101.4333409,-281.1158862,-142.5995344,-610.444303,-391.285576,-213.5084051,-328.255821,-570.557038,-287.6549363,161.9620187,-1299.296178,-973.226538,-746.671384,-183.4485198,-32.39817627,-202.4434595,-692.283873,-147.5628904,-43.0352348,294.4251933,413.749678,-283.9448032,343.115534,333.8685186,491.93758,519.080345,693.402181,710.129755,730.768929,1093.976246,1837.345132,1202.892845,1356.44438,1922.369368,1825.339731,1162.774073,3394.977121,770.681421,302.6076561,952.970258,100.8754303,211.7714287,949.397713,1823.412899,1271.777776,1052.409944,2615.74346,2947.975574,3189.349664,1876.450015,102.4624317,1882.785051,827.002132,150.5217655,1283.749061,-1634.614355,884.841881,1536.384819,200.5977799,2465.884642,1871.330993,1182.358118,3380.542803,3408.193885,3951.220141,2479.500376,3466.886626,3175.869455,4293.153503,4791.452331,3594.241416,3146.278582,3754.242775,1442.555133,3763.478554,3310.603999,3412.618024,2972.058116,3391.118784,2567.577533,2778.4705,3298.315429,2695.774011,3944.739407,4541.289422,2964.985856,2335.131109,4784.051993,5426.546222,5995.707317,6089.010817,5517.645721,4204.34701,3829.989828,6967.666203,4411.607091,4204.423135,4800.08954,4604.258493,5911.840505
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7155.838498,7419.700399,6035.19813,7737.197462,10270.64642,10758.81886,11885.3855,10639.33497,10106.96276,8620.665958,8692.227054,9351.870981,6402.409394,7519.978121,6289.004947,5357.839767,2925.93291,3788.473603,2100.932739,818.9711439,1753.90055,-1857.532102,-1561.259278,-1447.516762,1476.249886,-811.7187762,-1239.420135,2105.489651,706.1270894,-1836.14786,-1404.043284,-3824.215235,-4624.669223,-5550.910938,-1967.615799,367.0473178,-210.5613899,-2286.767286,-242.8999303,-5921.477068,-3933.798375,-2965.148858,-5415.974107,-4013.676443,-7804.808214,-6351.421286,-8608.902464,-6131.200977,-5062.833153,-6586.316361,-6271.584357,-13036.61776,-14377.88995,-11770.54725,-18910.53803,-21793.74213,-11272.08016,-11072.22373,-8449.723438,-11705.63006,-15995.02164,-16168.74222,-15803.93809,-22585.35008,-20716.34602,-17291.71978,-14822.61116,-11740.94725,-6743.240363,-623.6528533,207.9144743,1983.400112,2588.632701,6314.480217,6209.379578,9198.831716,8736.017577,8052.763793,10215.77411,13800.33718,4714.240513,5587.406681,8926.902593,7859.890836,9924.406649,13588.88536,13476.31824,12214.06418,13064.70556,11022.26363,13278.26148,14475.45145,15629.03436,13994.52957,12927.60947,11842.17497,15364.73733,16478.46631,13797.2351,20965.41466,17385.10335,6944.137207,24843.11782,25610.01751,23642.77078,21151.84068,15813.18517,4418.802568,1279.787541,-8304.38114,-21493.12924,1573.333208,4278.028178
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19825.41543,14802.53907,16492.11084,18282.505,16856.65767,24319.28746,23213.53317,30502.03344,29536.78139,26958.16695,27931.16842,31048.88954,26435.95865,26920.36081,29968.69599,31865.71387,32719.28955,35711.25663,34265.05163,28056.78142,24387.33148,18022.77477,20549.8583,24373.62921,27121.53536,27598.05966,26958.22341,27003.3819,26694.74626,34294.23973,37572.04519,40745.799,45816.75917,46602.40613,44810.94385,45112.4919,42550.75781,42783.02282,40577.24667,44287.52369,43509.71581,40717.52116,42081.22562,50137.86614,52176.21757,51692.55568,52780.07217,56626.09441,53613.6677,37648.77064,27452.31775,22894.42317,19693.94838,36011.42521,38306.65257,52460.87656,53713.52326,49830.67357,56182.0014,61909.79672,45941.25111,24166.49571,33364.77946,24683.88665,20267.26657,16202.61723,10403.74743,16348.35909,9194.656762,22602.28856,10659.5824,3796.847682,-10007.91647,10756.83831,9744.89091,26076.79745,30410.51918,35118.82555,32638.75436,38565.68272,45063.10425,48181.05908,50820.47057,48559.19156,51372.93666,46999.95069,56993.47312,50157.49945,46706.44596,52158.89087,42941.69738,35392.32529,43993.37296,45650.35671,41742.2506,41309.15479,42676.06532,15763.96187,35822.49647,54353.69144,51926.2225,59109.70432,45165.59003,39679.12003,35551.98048,24728.23286,7462.812306,17461.2012,19202.25741
Korea,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2097.16725,-1563.604448,-1701.26412,-1576.109481,-1660.514396,-1585.525616,-1696.944073,-1579.010593,-939.489373,-1097.331372,-1652.601427,-1969.774634,-1593.041558,-878.955114,-451.324092,-687.460617,-452.523734,-741.959759,-730.008232,69.7797901,-705.35021,-488.65652,-574.433343,-418.703942,-461.18423,725.664072,1057.105093,1293.506332,2401.585102,2587.336926,1560.561123,2104.217981,3420.193661,2879.782779,2846.54207,3636.923298,2164.329968,1210.496361,323.4121986,74.412058,89.232161,-350.7095963,-12.9178258,-2533.289194,-2815.37889,-1677.352397,-2291.113908,-1259.562547,-1418.329429,-301.1414021,-293.0285495,-892.2728113,144.5541064,133.9372645,336.6390918,1074.348808,-164.351244,-1127.099655,-1643.294916,-1862.696406,-2115.11283,-3098.88764,-2728.958057,-2294.955985,-3760.792054,-5896.127951,-6987.08059,-7833.617117,-5166.378548,-2269.914022,-2949.323802,-433.2488238,13508.59693,9543.36786,9257.385623,7845.936785,7047.892693,5271.353927,4814.08934,4669.005318,2245.587814,1804.853339,3904.429712,2232.462026,2402.872834,1628.603786,-902.3499258,-962.0939919,2012.896429,872.6658932,869.2270631,313.9894985,-452.9660507,704.1108853,4576.465292,6487.631893,7078.526505,7950.881668,7471.466081,6804.119245,5861.068622,2201.63573,2022.861115,2127.098276,-1209.078199,1144.637919,-730.1745724,2889.754993,2764.785267,425.6466714,7784.330665,-498.7628417,-86.72927936,-3071.777149,-4380.290006,9292.807815,13528.30334,10673.1822,3817.734008,5083.915017,2176.676379,12509.22349,10871.14746,2403.201856,-262.9862365,-1785.761874,10377.9248,8314.376844,4240.43911,9599.086312,13603.57786,21361.98706,18419.92498,20679.42157,19666.17354,18515.45293,18350.26487,21638.93183,19726.18422,23336.19418,28184.88527,25816.27945,25939.67809,25206.23342,28086.95812,27316.50414,20140.99129,22404.36492,20406.71837,15639.19019,22481.44295,16722.99669,16364.9489,19840.93045,24234.16863,17044.81759,13396.47156,13513.27831,16329.94399,16451.07315,16471.19527,6306.019041,18939.5923,34202.81541,24051.68836,25189.76066,19165.33812,16840.44195,20032.70736,11825.93844,-2782.08972,760.6909351,2820.356955
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-502.59316,-469.240769,-472.958029,-315.749378,-443.163547,-537.792255,-673.5605,-285.540224,-632.431204,-634.580333,-1019.13917,-961.48037,-1113.46788,-1388.34722,-1502.92127,-2106.74865,-1907.90144,-1515.27324,-1274.92336,-1562.69457,-168.34411,528.066695,127.923939,262.870328,108.388025,96.159182,-135.009866,-44.8634811,-373.538185,-492.957749,-410.934068,-440.468428,-508.594483,150.927991,-425.565,118.481862,256.648908,233.827374,-8.30774077,266.316618,368.819798,131.095547,826.142846,323.260004,-263.495792,-570.799234,-159.951672,-78.5652382,55.4410622,-312.289302,-83.7813461,-35.7487061,-70.3694464,-37.8174545,93.914776,221.701889,-115.3983935,-54.0876868,50.0115345,186.934129,469.544441,176.583163,457.564595,792.139167,1339.173426,954.025924,1065.382033,946.250169,960.281985,129.2082848,73.6336956,-249.495014,-764.168563,-829.503686,-1121.284005,-910.208939,349.026383
